ad_id,campaign_id,fb_campaign_id,age,gender,interest1,interest2,interest3,Impressions,Clicks,Spend,Total_Conversion,Approved_Conversion,CTR %,CPC (Cost per Click),CPM,CPA(Cost per Acquisition,Conversion Rate (CVR %),ROI (%)
776668,936,115542,40-44,M,19,21,24,3523,1,1.809999943,1,1,0.028384899,1.809999943,0.51376666,1.809999943,100,5424.862052
776685,936,115545,40-44,M,16,22,17,7745,0,0,1,0,0,0,0,0,0,0
776686,936,115545,40-44,M,16,17,21,18709,2,3.319999933,1,0,0.010690042,1.659999967,0.177454697,0,0,-100
776687,936,115545,40-44,M,16,20,20,8022,0,0,2,1,0,0,0,0,0,0
776696,936,115547,30-34,M,10,11,12,7966,1,1.179999948,1,1,0.012553352,1.179999948,0.148129544,1.179999948,100,8374.576645
776697,936,115547,30-34,M,10,14,13,4132,0,0,1,1,0,0,0,0,0,0
776698,936,115547,30-34,M,10,14,16,12785,3,4.730000019,2,1,0.023464998,1.576666673,0.369964804,4.730000019,33.33333333,2014.164896
776699,936,115547,30-34,M,10,16,16,8213,1,1.379999995,1,1,0.012175819,1.379999995,0.168026299,1.379999995,100,7146.376838
776722,936,115551,30-34,M,2,4,7,545,0,0,1,1,0,0,0,0,0,0
776725,936,115552,40-44,M,23,26,27,2479,1,1.25999999,1,0,0.040338846,1.25999999,0.508269459,0,0,-100
776780,936,115561,40-44,M,2,4,3,3812,2,3.049999952,1,0,0.052465897,1.524999976,0.800104919,0,0,-100
776793,936,115563,45-49,M,21,23,26,1609,0,0,1,0,0,0,0,0,0,0
776799,936,115564,45-49,M,20,22,26,10257,3,3.579999924,1,1,0.029248318,1.193333308,0.349029923,3.579999924,33.33333333,2693.296149
776817,936,115567,40-44,M,10,14,16,12356,4,6.279999971,1,0,0.032372936,1.569999993,0.508255096,0,0,-100
776825,936,115568,45-49,M,18,23,20,7410,1,1.210000038,1,0,0.013495277,1.210000038,0.163292853,0,0,-100
776829,936,115569,45-49,M,16,20,19,140098,28,46.63000011,1,0,0.01998601,1.665357147,0.332838442,0,0,-100
776831,936,115569,45-49,M,16,18,20,107021,20,34.44000012,1,0,0.018687921,1.722000006,0.321806002,0,0,-100
776840,936,115571,35-39,M,36,38,40,2797,1,1.289999962,1,0,0.035752592,1.289999962,0.461208424,0,0,-100
776861,936,115574,45-49,M,7,9,12,16461,6,9.21999979,1,0,0.03644979,1.536666632,0.560111767,0,0,-100
776892,936,115580,40-44,M,63,66,69,17488,5,7.719999909,1,0,0.028591034,1.543999982,0.441445557,0,0,-100
776928,936,115586,35-39,M,10,11,15,9750,2,1.5,1,1,0.020512821,0.75,0.153846154,1.5,50,6566.666667
776935,936,115587,45-49,M,36,41,38,1136,0,0,1,1,0,0,0,0,0,0
777105,936,115615,45-49,M,63,67,67,4333,1,0.180000007,1,1,0.023078698,0.180000007,0.041541659,0.180000007,100,55455.5534
777130,936,115619,35-39,M,16,21,22,6260,0,0,1,0,0,0,0,0,0,0
777131,936,115619,35-39,M,16,19,21,6359,0,0,1,0,0,0,0,0,0,0
777166,936,115625,30-34,M,63,69,65,2383,0,0,1,1,0,0,0,0,0,0
777187,936,115629,40-44,M,27,31,28,11292,3,5.389999866,1,1,0.026567481,1.796666622,0.477329071,5.389999866,33.33333333,1755.287616
777198,936,115631,30-34,M,64,70,69,12729,4,5.779999852,1,0,0.031424307,1.444999963,0.45408122,0,0,-100
777200,936,115631,30-34,M,64,69,70,1898,0,0,1,1,0,0,0,0,0,0
777201,936,115631,30-34,M,64,69,65,1882,0,0,1,1,0,0,0,0,0,0
777235,936,115637,30-34,M,65,66,67,2883,1,0.99000001,1,1,0.034686091,0.99000001,0.343392303,0.99000001,100,10001.01
777248,936,115639,30-34,F,7,9,10,3989,1,1.279999971,1,0,0.02506894,1.279999971,0.320882419,0,0,-100
777261,936,115641,40-44,M,29,31,34,19603,4,5.279999971,1,1,0.02040504,1.319999993,0.269346527,5.279999971,25,1793.939404
777382,936,115675,40-44,M,24,26,27,3047,1,1.379999995,1,0,0.032819166,1.379999995,0.452904495,0,0,-100
777398,936,115677,35-39,M,24,27,30,3029,1,1.049999952,1,1,0.033014196,1.049999952,0.346649043,1.049999952,100,9423.809959
777410,936,115679,45-49,M,26,29,28,3490,1,1.340000033,1,1,0.028653295,1.340000033,0.383954164,1.340000033,100,7362.686383
777482,936,115691,45-49,M,28,32,32,2479,0,0,1,0,0,0,0,0,0,0
777495,936,115693,40-44,M,19,25,25,19581,7,10.42999983,2,0,0.03574894,1.489999976,0.532659202,0,0,-100
777519,936,115697,45-49,M,29,34,32,19537,5,6.099999905,1,0,0.025592466,1.219999981,0.312228075,0,0,-100
777625,936,115715,45-49,M,16,17,19,59433,12,19.65999949,3,0,0.020190803,1.638333291,0.330792649,0,0,-100
777627,936,115715,45-49,M,16,17,19,157534,33,56.19000077,2,0,0.020947859,1.702727296,0.356684911,0,0,-100
777638,936,115717,40-44,M,7,10,12,1781,0,0,1,1,0,0,0,0,0,0
777670,936,115723,40-44,M,16,19,19,23769,4,6.029999852,1,0,0.016828642,1.507499963,0.253691777,0,0,-100
777673,936,115723,40-44,M,16,18,17,7101,0,0,1,0,0,0,0,0,0,0
777742,936,115735,35-39,M,64,69,68,4726,1,1.830000043,1,1,0.021159543,1.830000043,0.387219645,1.830000043,100,5364.480746
777758,936,115737,30-34,M,19,20,20,5209,1,0.959999979,2,0,0.019197543,0.959999979,0.184296406,0,0,-100
777794,936,115743,30-34,M,18,23,24,13473,3,2.619999945,3,0,0.022266756,0.873333315,0.194462996,0,0,-100
777816,936,115747,40-44,M,2,7,7,500,0,0,1,1,0,0,0,0,0,0
777871,936,115756,30-34,M,20,26,23,4616,1,1.360000014,1,0,0.021663778,1.360000014,0.294627386,0,0,-100
777904,936,115762,30-34,M,31,32,33,3279,0,0,1,0,0,0,0,0,0,0
777905,936,115762,30-34,M,31,36,36,3288,0,0,1,0,0,0,0,0,0,0
778037,936,115784,35-39,M,27,29,28,14615,4,6.050000191,1,0,0.027369141,1.512500048,0.413958275,0,0,-100
778048,936,115786,30-34,M,27,28,29,56615,12,19.88000035,2,0,0.021195796,1.656666696,0.351143696,0,0,-100
778085,936,115792,30-34,M,26,32,31,11735,3,4.529999971,1,1,0.02556455,1.50999999,0.38602471,4.529999971,33.33333333,2107.505533
778087,936,115792,30-34,M,26,30,32,15910,5,6.779999852,1,0,0.031426776,1.35599997,0.426147068,0,0,-100
778112,936,115796,35-39,M,29,33,35,11446,2,3.090000033,1,1,0.017473353,1.545000017,0.269963309,3.090000033,50,3136.24592
778113,936,115796,35-39,M,29,35,35,4595,0,0,1,0,0,0,0,0,0,0
778124,936,115798,30-34,M,29,34,32,4871,0,0,1,0,0,0,0,0,0,0
778148,936,115802,35-39,M,28,32,30,3199,0,0,1,0,0,0,0,0,0,0
778156,936,115804,30-34,M,28,32,31,9388,2,3.140000105,1,0,0.021303792,1.570000053,0.334469547,0,0,-100
778161,936,115804,30-34,M,28,31,33,17954,6,7.5400002,2,1,0.033418737,1.2566667,0.419962137,7.5400002,16.66666667,1226.259912
778208,936,115812,40-44,F,29,32,32,2755,0,0,1,0,0,0,0,0,0,0
778264,936,115822,40-44,F,27,31,30,8152,1,0.99000001,1,0,0.012266928,0.99000001,0.121442592,0,0,-100
778266,936,115822,40-44,F,27,32,28,74542,19,34.1500001,1,0,0.025488986,1.797368426,0.458130988,0,0,-100
778421,936,115848,40-44,F,20,21,23,6699,2,3.090000033,1,0,0.029855202,1.545000017,0.46126288,0,0,-100
778422,936,115848,40-44,F,20,25,24,11911,4,3.959999919,1,0,0.033582403,0.98999998,0.332465781,0,0,-100
778461,936,115854,40-44,M,29,35,33,10090,2,2.650000095,1,1,0.019821606,1.325000048,0.262636283,2.650000095,50,3673.58477
778471,936,115856,30-34,M,32,35,36,1273,0,0,1,1,0,0,0,0,0,0
778483,936,115858,40-44,F,18,24,20,24188,5,8.179999828,1,0,0.020671407,1.635999966,0.338184216,0,0,-100
778529,936,115866,30-34,M,31,35,33,2214,0,0,1,0,0,0,0,0,0,0
778556,936,115870,40-44,M,32,35,38,9735,4,4.130000114,1,1,0.041088855,1.032500029,0.424242436,4.130000114,25,2321.307439
778590,936,115876,30-34,M,30,36,36,1371,0,0,1,1,0,0,0,0,0,0
778600,936,115878,40-44,F,22,23,25,10750,4,5.389999866,1,0,0.037209302,1.347499967,0.501395336,0,0,-100
778626,936,115882,30-34,M,29,33,35,7629,1,0.720000029,1,1,0.013107878,0.720000029,0.094376724,0.720000029,100,13788.88833
778628,936,115882,30-34,M,29,35,30,4608,0,0,1,0,0,0,0,0,0,0
778674,936,115890,35-39,M,29,31,30,3732,0,0,1,0,0,0,0,0,0,0
778689,936,115892,30-34,M,28,32,32,7453,1,1.679999948,1,1,0.013417416,1.679999948,0.225412579,1.679999948,100,5852.381137
778722,936,115898,35-39,F,64,70,67,41785,14,19.10000038,1,0,0.033504846,1.364285741,0.45710184,0,0,-100
778737,936,115900,35-39,M,27,32,30,8077,2,3.579999924,1,1,0.024761669,1.789999962,0.443233865,3.579999924,50,2693.296149
778756,936,115904,35-39,F,63,65,65,5602,1,1.580000043,1,0,0.017850768,1.580000043,0.282042135,0,0,-100
778804,936,115912,30-34,M,26,29,29,6184,2,2.75,1,1,0.032341527,1.375,0.44469599,2.75,50,3536.363636
778808,936,115912,30-34,M,26,28,29,1738,0,0,1,0,0,0,0,0,0,0
778964,936,115938,35-39,F,27,33,28,112460,25,41.29000068,1,0,0.022230126,1.651600027,0.367152771,0,0,-100
779057,936,115954,40-44,M,15,21,21,4414,0,0,1,0,0,0,0,0,0,0
779106,936,115962,35-39,F,30,35,36,14670,7,9.410000324,1,0,0.047716428,1.344285761,0.641445148,0,0,-100
779438,936,116031,30-34,F,64,66,69,33144,9,13.40999985,1,0,0.027154236,1.489999983,0.404598113,0,0,-100
779453,936,116033,45-49,M,64,68,70,4397,1,0.949999988,1,0,0.022742779,0.949999988,0.216056399,0,0,-100
779488,936,116039,45-49,M,65,68,69,1006,0,0,1,0,0,0,0,0,0,0
779573,936,116053,35-39,F,10,13,16,89527,24,32.28999996,1,0,0.026807555,1.345416665,0.360673316,0,0,-100
779608,936,116059,35-39,F,15,18,16,2459,0,0,1,0,0,0,0,0,0,0
779609,936,116059,35-39,F,15,20,18,7116,2,1.730000019,1,1,0.028105677,0.86500001,0.243114112,1.730000019,50,5680.346757
779622,936,116061,30-34,F,15,18,17,8613,1,0.889999986,2,0,0.011610356,0.889999986,0.103332171,0,0,-100
779631,936,116063,35-39,F,16,19,18,9730,1,1.379999995,1,0,0.010277492,1.379999995,0.141829393,0,0,-100
779644,936,116065,30-34,F,16,20,20,51816,8,10.2299999,2,1,0.015439247,1.278749988,0.197429364,10.2299999,12.5,877.5171161
779645,936,116065,30-34,F,16,21,20,27289,3,4.429999828,1,0,0.010993441,1.476666609,0.162336466,0,0,-100
779715,936,116077,30-34,F,29,32,33,20409,4,3.829999924,1,0,0.019599196,0.957499981,0.187662302,0,0,-100
779716,936,116077,30-34,F,29,32,34,8044,1,1.110000014,1,0,0.012431626,1.110000014,0.137991051,0,0,-100
779738,936,116081,30-34,F,28,32,33,15645,4,5.349999905,1,0,0.025567274,1.337499976,0.341962282,0,0,-100
779778,936,116087,30-34,F,31,37,34,2466,0,0,2,2,0,0,0,0,0,0
779789,936,116089,45-49,M,10,14,13,11611,3,3.950000048,1,1,0.025837568,1.316666683,0.340194647,3.950000048,33.33333333,2431.645539
779824,936,116095,45-49,M,7,13,9,9375,3,4.019999981,1,0,0.032,1.339999994,0.428799998,0,0,-100
779871,936,116103,30-34,F,32,37,34,4402,1,1.330000043,1,1,0.022716947,1.330000043,0.302135403,1.330000043,100,7418.796749
779918,936,116111,30-34,F,18,23,24,8469,2,3.089999914,1,0,0.023615539,1.544999957,0.364860068,0,0,-100
779922,936,116111,30-34,F,18,22,24,5823,1,1.419999957,1,1,0.017173278,1.419999957,0.243860546,1.419999957,100,6942.253734
779944,936,116115,35-39,M,10,13,16,2549,0,0,1,0,0,0,0,0,0,0
779979,936,116121,35-39,M,16,17,21,25817,4,6.019999981,1,0,0.015493667,1.504999995,0.233179687,0,0,-100
779995,936,116123,30-34,F,20,24,25,1961,0,0,1,0,0,0,0,0,0,0
780064,936,116135,30-34,F,22,24,25,2554,0,0,1,0,0,0,0,0,0,0
780104,936,116147,30-34,F,25,27,26,4971,1,1.230000019,1,1,0.020116677,1.230000019,0.247435128,1.230000019,100,8030.081175
780199,936,116163,35-39,F,23,28,27,1030,0,0,1,1,0,0,0,0,0,0
780318,936,116183,45-49,F,29,32,31,162341,56,77.07999969,3,0,0.034495291,1.376428566,0.474803036,0,0,-100
780323,936,116183,45-49,F,29,35,34,24542,7,9.329999924,1,0,0.028522533,1.332857132,0.380164613,0,0,-100
780486,936,116216,30-34,F,65,69,71,2879,0,0,1,1,0,0,0,0,0,0
780498,936,116218,30-34,F,64,65,68,13621,3,4.090000033,1,0,0.022024815,1.363333344,0.300271642,0,0,-100
780511,936,116220,30-34,F,63,65,66,6175,1,1.370000005,2,1,0.016194332,1.370000005,0.221862349,1.370000005,100,7199.270046
780629,936,116240,30-34,F,28,34,34,2963,0,0,1,0,0,0,0,0,0,0
780653,936,116244,30-34,F,29,33,35,9076,1,1.379999995,1,1,0.01101807,1.379999995,0.15204936,1.379999995,100,7146.376838
780655,936,116244,30-34,F,29,33,34,20941,4,5.909999967,1,1,0.019101285,1.477499992,0.282221478,5.909999967,25,1592.047387
780666,936,116246,45-49,F,10,13,13,3462,0,0,1,0,0,0,0,0,0,0
780681,936,116248,30-34,F,26,29,29,4073,0,0,1,1,0,0,0,0,0,0
780700,936,116252,30-34,F,27,33,30,3745,0,0,1,0,0,0,0,0,0,0
780748,936,116265,30-34,F,24,26,28,830,0,0,1,0,0,0,0,0,0,0
780759,936,116267,45-49,F,18,24,22,2912,0,0,1,0,0,0,0,0,0,0
780760,936,116267,45-49,F,18,23,22,17167,5,6.910000086,1,0,0.029125648,1.382000017,0.402516461,0,0,-100
780797,936,116273,30-34,F,22,25,25,24491,7,9.539999962,1,0,0.028581928,1.362857137,0.389530847,0,0,-100
780799,936,116273,30-34,F,22,24,26,44699,13,17.30000037,2,0,0.029083425,1.330769259,0.387033275,0,0,-100
780821,936,116277,30-34,F,23,24,25,6469,2,1.309999943,1,0,0.03091668,0.654999972,0.202504242,0,0,-100
780830,936,116279,45-49,F,16,17,17,16053,3,4.079999924,1,1,0.018688096,1.359999975,0.254158097,4.079999924,33.33333333,2350.980438
780835,936,116279,45-49,F,16,21,21,54724,12,17.92999995,1,1,0.021928222,1.494166663,0.327644177,17.92999995,8.333333333,457.7244857
780867,936,116285,30-34,F,21,27,26,4706,1,1.220000029,1,0,0.021249469,1.220000029,0.259243525,0,0,-100
780974,936,116303,40-44,F,32,38,36,8316,3,4.569999933,1,1,0.036075036,1.523333311,0.549543041,4.569999933,33.33333333,2088.18384
781066,936,116323,40-44,F,22,26,25,5794,2,2.269999981,1,0,0.034518467,1.134999991,0.391784601,0,0,-100
781114,936,116331,40-44,F,18,24,22,4813,1,1.029999971,1,0,0.020777062,1.029999971,0.214003734,0,0,-100
781159,936,116339,40-44,F,10,15,11,85285,26,36.13000035,1,0,0.030486017,1.389615398,0.423638393,0,0,-100
781162,936,116339,40-44,F,10,11,13,5839,1,1.370000005,1,0,0.01712622,1.370000005,0.234629218,0,0,-100
781175,936,116341,40-44,F,15,16,21,5859,1,1.539999962,1,0,0.017067759,1.539999962,0.262843482,0,0,-100
781187,936,116343,40-44,F,16,22,19,164118,41,59.06999993,1,0,0.024982025,1.440731706,0.359923957,0,0,-100
781195,936,116345,35-39,F,63,67,69,18234,6,7.810000062,1,0,0.032905561,1.301666677,0.428320723,0,0,-100
781207,936,116347,35-39,F,64,67,70,2755,0,0,1,0,0,0,0,0,0,0
781303,936,116363,35-39,F,27,29,30,73676,20,28.5,1,0,0.027145882,1.425,0.386828818,0,0,-100
781305,936,116363,35-39,F,27,30,28,18421,7,10.07999992,1,0,0.038000109,1.439999989,0.547201559,0,0,-100
781327,936,116367,35-39,F,29,35,35,164754,49,67.97999978,2,1,0.029741311,1.387346934,0.41261517,67.97999978,2.040816327,47.10208933
781353,936,116371,35-39,F,10,13,15,7449,1,1.639999986,1,1,0.013424621,1.639999986,0.220163778,1.639999986,100,5997.561028
781354,936,116371,35-39,F,10,14,16,6424,1,0.529999971,1,0,0.015566625,0.529999971,0.082503109,0,0,-100
781438,936,116385,30-34,M,63,65,68,2086,0,0,1,0,0,0,0,0,0,0
781470,936,116391,35-39,M,16,17,18,6016,0,0,1,0,0,0,0,0,0,0
781499,936,116395,35-39,M,15,21,20,6412,1,1.370000005,1,0,0.015595758,1.370000005,0.213661885,0,0,-100
781508,936,116397,30-34,F,63,68,64,5040,1,1.440000057,1,0,0.01984127,1.440000057,0.285714297,0,0,-100
781556,936,116405,30-34,F,32,37,36,1772,0,0,1,0,0,0,0,0,0,0
781559,936,116405,30-34,F,32,38,34,1783,0,0,1,0,0,0,0,0,0,0
781606,936,116413,35-39,M,20,21,24,8200,3,3.919999957,1,0,0.036585366,1.306666652,0.478048775,0,0,-100
781690,936,116427,45-49,F,26,28,30,115896,38,49.44000006,1,0,0.032788017,1.301052633,0.426589356,0,0,-100
781811,936,116447,35-39,F,16,17,22,10186,1,1.230000019,1,1,0.009817396,1.230000019,0.120753978,1.230000019,100,8030.081175
781857,936,116455,30-34,M,20,21,24,9134,3,4.180000067,2,0,0.032844318,1.393333356,0.457630837,0,0,-100
781858,936,116455,30-34,M,20,25,22,3385,1,1.440000057,1,1,0.029542097,1.440000057,0.425406221,1.440000057,100,6844.44417
781907,936,116463,45-49,F,21,27,23,1314,0,0,1,0,0,0,0,0,0,0
781928,936,116467,30-34,M,18,21,22,2916,0,0,1,1,0,0,0,0,0,0
781929,936,116467,30-34,M,18,21,21,6142,1,1.330000043,1,0,0.016281342,1.330000043,0.21654185,0,0,-100
781950,936,116471,30-34,F,20,26,21,1984,0,0,1,0,0,0,0,0,0,0
781999,936,116479,30-34,M,24,30,29,9142,3,3.749999881,1,0,0.032815576,1.24999996,0.410194693,0,0,-100
782001,936,116479,30-34,M,24,30,28,5475,2,2.730000019,1,1,0.03652968,1.36500001,0.49863014,2.730000019,50,3563.003638
782022,936,116483,30-34,F,18,24,20,8254,2,2.320000052,1,1,0.024230676,1.160000026,0.281075848,2.320000052,50,4210.344731
782026,936,116483,30-34,F,18,24,20,5704,1,1.320000052,1,0,0.017531557,1.320000052,0.231416559,0,0,-100
782130,936,116501,30-34,F,16,18,21,7301,0,0,1,0,0,0,0,0,0,0
782134,936,116501,30-34,F,16,19,21,37873,5,6.169999957,1,1,0.013202017,1.233999991,0.162912892,6.169999957,20,1520.745554
782135,936,116501,30-34,F,16,20,17,25267,4,4.940000057,2,1,0.015830926,1.235000014,0.195511935,4.940000057,25,1924.291475
782171,936,116507,30-34,F,30,31,32,535,0,0,1,0,0,0,0,0,0,0
782180,936,116509,30-34,M,29,34,30,3396,0,0,1,0,0,0,0,0,0,0
782219,936,116515,30-34,M,26,27,32,977,0,0,1,0,0,0,0,0,0,0
782228,936,116517,40-44,F,63,64,66,12318,5,6.340000153,1,1,0.040591005,1.268000031,0.514693956,6.340000153,20,1477.287028
782242,936,116519,30-34,F,28,34,31,4783,1,0.860000014,1,0,0.02090738,0.860000014,0.179803474,0,0,-100
782275,936,116525,30-34,F,29,31,30,6475,1,1.350000024,1,0,0.015444015,1.350000024,0.208494212,0,0,-100
782337,936,116535,45-49,F,16,18,19,104578,29,39.25000095,1,1,0.027730498,1.353448309,0.375317954,39.25000095,3.448275862,154.7770639
782407,936,116547,45-49,F,10,12,11,33664,11,12.51000035,1,0,0.032675856,1.137272759,0.371613604,0,0,-100
782443,936,116553,40-44,F,20,25,24,979,0,0,1,0,0,0,0,0,0,0
782541,936,116569,40-44,F,28,29,30,7337,3,4.079999924,1,0,0.040888647,1.359999975,0.556085583,0,0,-100
782587,936,116577,30-34,M,10,13,16,2499,0,0,1,0,0,0,0,0,0,0
782647,936,116587,40-44,F,27,33,30,11244,3,4.550000191,1,0,0.026680896,1.51666673,0.40466028,0,0,-100
782658,936,116589,30-34,M,15,17,19,4827,0,0,1,0,0,0,0,0,0,0
782694,936,116595,35-39,F,29,31,35,29035,7,8.910000086,2,2,0.024108834,1.272857155,0.306871021,4.455000043,28.57142857,2144.66889
782706,936,116597,35-39,F,30,32,32,761,0,0,1,0,0,0,0,0,0,0
782754,936,116605,35-39,F,26,31,32,6532,1,1.610000014,1,0,0.015309247,1.610000014,0.246478875,0,0,-100
782815,936,116615,40-44,F,10,16,15,11537,3,4.300000191,1,0,0.026003294,1.433333397,0.372713894,0,0,-100
782816,936,116615,40-44,F,10,13,11,12183,3,2.869999945,1,0,0.024624477,0.956666648,0.235574156,0,0,-100
782862,936,116623,35-39,F,64,70,67,5912,1,1.559999943,1,1,0.01691475,1.559999943,0.263870085,1.559999943,100,6310.256644
950068,936,123438,30-34,M,10,12,13,4012,1,1.570000052,1,0,0.024925224,1.570000052,0.391326035,0,0,-100
950078,936,123440,30-34,M,16,22,17,12396,2,3.210000038,2,1,0.016134237,1.605000019,0.258954505,3.210000038,50,3015.264761
950079,936,123440,30-34,M,16,20,22,3142,0,0,2,2,0,0,0,0,0,0
950099,936,123443,30-34,M,18,23,23,1120,0,0,1,0,0,0,0,0,0,0
950109,936,123445,30-34,M,20,24,22,343,0,0,1,1,0,0,0,0,0,0
950170,936,123455,30-34,M,15,19,16,1720,0,0,1,1,0,0,0,0,0,0
950179,936,123457,30-34,M,16,22,19,3423,0,0,1,1,0,0,0,0,0,0
950182,936,123457,30-34,M,16,20,19,3242,0,0,1,0,0,0,0,0,0,0
950183,936,123457,30-34,M,16,22,19,15720,1,1.379999995,1,0,0.006361323,1.379999995,0.087786259,0,0,-100
950200,936,123460,30-34,M,10,13,15,1217,0,0,1,1,0,0,0,0,0,0
950224,936,123464,40-44,M,20,21,23,2367,2,2.839999914,1,1,0.084495142,1.419999957,1.199830973,2.839999914,50,3421.126867
950326,936,123481,35-39,M,16,19,22,6607,1,1.320000052,2,0,0.015135462,1.320000052,0.199788111,0,0,-100
950345,936,123484,30-34,M,64,66,65,616,0,0,1,0,0,0,0,0,0,0
950452,936,123502,45-49,M,16,22,22,5537,1,1.519999981,1,0,0.018060321,1.519999981,0.274516883,0,0,-100
950463,936,123504,45-49,M,15,19,18,818,0,0,1,0,0,0,0,0,0,0
950495,936,123509,45-49,M,21,25,25,1909,1,0.980000019,1,0,0.052383447,0.980000019,0.513357789,0,0,-100
950521,936,123514,30-34,M,21,27,25,351,0,0,1,0,0,0,0,0,0,0
950531,936,123515,45-49,M,22,24,26,572,0,0,1,0,0,0,0,0,0,0
950537,936,123516,40-44,M,36,41,40,1884,1,1.409999967,1,0,0.053078556,1.409999967,0.748407626,0,0,-100
950550,936,123519,30-34,M,30,35,36,219,0,0,1,0,0,0,0,0,0,0
950577,936,123523,30-34,M,32,38,34,540,0,0,1,1,0,0,0,0,0,0
950578,936,123523,30-34,M,32,37,37,550,0,0,1,0,0,0,0,0,0,0
950595,936,123526,30-34,M,26,30,31,465,0,0,1,0,0,0,0,0,0,0
950609,936,123528,30-34,M,29,31,35,1761,0,0,1,1,0,0,0,0,0,0
950629,936,123532,30-34,M,65,67,68,152,0,0,1,1,0,0,0,0,0,0
950631,936,123532,30-34,M,65,70,70,152,0,0,1,1,0,0,0,0,0,0
950649,936,123535,30-34,M,64,67,70,429,0,0,1,0,0,0,0,0,0,0
950745,936,123551,30-34,M,29,32,31,1514,0,0,2,2,0,0,0,0,0,0
950770,936,123555,30-34,M,28,31,30,7780,3,4.329999924,2,2,0.038560411,1.443333308,0.55655526,2.164999962,66.66666667,4518.937725
950772,936,123556,35-39,M,28,30,33,460,0,0,1,0,0,0,0,0,0,0
950773,936,123556,35-39,M,28,29,32,471,0,0,1,0,0,0,0,0,0,0
950776,936,123556,35-39,M,28,29,32,2633,1,1.070000052,1,0,0.037979491,1.070000052,0.406380574,0,0,-100
950787,936,123558,30-34,M,27,32,30,199,0,0,1,0,0,0,0,0,0,0
950808,936,123562,35-39,M,32,33,38,398,0,0,1,0,0,0,0,0,0,0
950839,936,123567,30-34,M,24,29,25,246,0,0,2,2,0,0,0,0,0,0
950878,936,123573,40-44,M,10,11,15,2967,1,1.5,1,1,0.033704078,1.5,0.505561173,1.5,100,6566.666667
950969,936,123588,45-49,M,36,38,40,255,0,0,1,0,0,0,0,0,0,0
951021,936,123597,30-34,F,7,13,9,457,0,0,1,1,0,0,0,0,0,0
951033,936,123599,30-34,F,10,13,13,5517,1,1.230000019,1,0,0.018125793,1.230000019,0.222947257,0,0,-100
951035,936,123599,30-34,F,10,15,12,1539,0,0,1,1,0,0,0,0,0,0
951043,936,123601,30-34,F,16,22,17,3189,0,0,1,0,0,0,0,0,0,0
951045,936,123601,30-34,F,16,20,21,3348,0,0,1,0,0,0,0,0,0,0
951046,936,123601,30-34,F,16,18,17,20050,4,4.659999847,4,1,0.019950125,1.164999962,0.232418945,4.659999847,25,2045.922817
951102,936,123611,45-49,M,16,18,19,2254,0,0,1,0,0,0,0,0,0,0
951105,936,123611,45-49,M,16,20,21,5894,1,1.539999962,1,1,0.016966407,1.539999962,0.261282654,1.539999962,100,6393.506654
951133,936,123616,35-39,M,16,21,19,9948,2,2.720000029,2,0,0.020104544,1.360000015,0.273421796,0,0,-100
951202,936,123627,45-49,F,26,29,28,5307,3,4.289999962,2,1,0.056529112,1.429999987,0.808366301,4.289999962,33.33333333,2231.002352
951225,936,123631,35-39,F,22,28,28,4621,2,3.25,1,1,0.043280675,1.625,0.703310972,3.25,50,2976.923077
951270,936,123639,35-39,F,18,21,19,784,0,0,1,1,0,0,0,0,0,0
951282,936,123641,35-39,F,16,22,17,5775,1,1.580000043,1,1,0.017316017,1.580000043,0.273593081,1.580000043,100,6229.113752
951285,936,123641,35-39,F,16,20,20,9297,2,2.619999886,2,1,0.021512316,1.309999943,0.281811325,2.619999886,50,3716.794059
951294,936,123643,35-39,F,15,16,17,699,0,0,1,0,0,0,0,0,0,0
951305,936,123644,35-39,F,10,12,13,1104,0,0,1,0,0,0,0,0,0,0
951334,936,123649,30-34,F,64,70,69,3717,1,1.539999962,1,0,0.026903417,1.539999962,0.414312607,0,0,-100
951391,936,123659,30-34,F,28,29,33,2879,1,1.590000033,2,2,0.034734283,1.590000033,0.552275107,0.795000017,200,12478.61609
951392,936,123659,30-34,F,28,31,32,2749,1,1.389999986,1,0,0.036376864,1.389999986,0.505638409,0,0,-100
951400,936,123660,45-49,F,10,12,15,24028,9,12.39000034,2,0,0.037456301,1.376666704,0.515648424,0,0,-100
951402,936,123661,30-34,F,29,32,31,1118,0,0,1,1,0,0,0,0,0,0
951413,936,123662,30-34,F,26,29,27,1083,0,0,2,1,0,0,0,0,0,0
951420,936,123664,30-34,F,27,33,32,843,0,0,1,0,0,0,0,0,0,0
951444,936,123668,30-34,F,25,28,26,2983,1,0.970000029,1,0,0.033523299,0.970000029,0.325176007,0,0,-100
951448,936,123668,30-34,F,25,30,28,696,0,0,1,0,0,0,0,0,0,0
951462,936,123671,45-49,F,16,20,19,7589,2,3.150000095,1,1,0.026353933,1.575000048,0.415074462,3.150000095,50,3074.603079
951464,936,123671,45-49,F,16,17,21,20997,10,11.94999981,1,0,0.047625851,1.194999981,0.569128914,0,0,-100
951465,936,123671,45-49,F,16,18,17,4617,1,1.360000014,1,0,0.021659086,1.360000014,0.294563572,0,0,-100
951498,936,123677,45-49,F,20,22,21,259,0,0,1,0,0,0,0,0,0,0
951508,936,123678,30-34,F,18,21,22,1134,0,0,1,0,0,0,0,0,0,0
